                               sym.DBPathMoveBroken     128 0x433810 | UNMATCH  (0.968750) | 0x433810      128 sym.DBPathMoveBroken
                         sym.DBPathLock.constprop.4     160 0x433890 | UNMATCH  (0.975000) | 0x433890      160 sym.DBPathLock.constprop.4
                                 sym.CloseAllDBExit     722 0x433930 | UNMATCH  (0.971910) | 0x433930      722 sym.CloseAllDBExit
                                  sym.DBIdToSubPath     144 0x433c10 | UNMATCH  (0.986111) | 0x433c10      144 sym.DBIdToSubPath
                       sym.SearchExistingSubDBNames     223 0x433ca0 | UNMATCH  (0.946188) | 0x433ca0      223 sym.SearchExistingSubDBNames
                                     sym.DBIdToPath     224 0x433d80 | UNMATCH  (0.973094) | 0x433d80      224 sym.DBIdToPath
                                    sym.DBHandleGet     208 0x433e60 |   MATCH  (1.000000) | 0x433e60      208 sym.DBHandleGet
             sym.DBSetMaximumConcurrentTransactions       5 0x433f30 |   MATCH  (1.000000) | 0x433f30        5 sym.DBSetMaximumConcurrentTransactions
                                      sym.OpenSubDB     750 0x433f40 | UNMATCH  (0.997257) | 0x433f40      750 sym.OpenSubDB
                                         sym.OpenDB     428 0x434230 |   MATCH  (1.000000) | 0x434230      428 sym.OpenDB
                        sym.GetDBHandleFromFilename     203 0x4343e0 |   MATCH  (1.000000) | 0x4343e0      203 sym.GetDBHandleFromFilename
                             sym.GetDBOpenTimestamp       5 0x4344b0 |   MATCH  (1.000000) | 0x4344b0        5 sym.GetDBOpenTimestamp
                                        sym.CloseDB     281 0x4344c0 | UNMATCH  (0.985019) | 0x4344c0      281 sym.CloseDB
                                        sym.CleanDB     153 0x4345e0 |   MATCH  (1.000000) | 0x4345e0      153 sym.CleanDB
                           sym.GetDBUsagePercentage       8 0x434680 |   MATCH  (1.000000) | 0x434680        8 sym.GetDBUsagePercentage
                                       sym.FreezeDB      38 0x434690 |   MATCH  (1.000000) | 0x434690       38 sym.FreezeDB
                               sym.ReadComplexKeyDB      19 0x4346c0 |   MATCH  (1.000000) | 0x4346c0       19 sym.ReadComplexKeyDB
                              sym.WriteComplexKeyDB       9 0x4346e0 |   MATCH  (1.000000) | 0x4346e0        9 sym.WriteComplexKeyDB
                             sym.DeleteComplexKeyDB       9 0x4346f0 |   MATCH  (1.000000) | 0x4346f0        9 sym.DeleteComplexKeyDB
                                         sym.ReadDB      61 0x434700 |   MATCH  (0.967213) | 0x434700       61 sym.ReadDB
                                        sym.WriteDB      60 0x434740 |   MATCH  (0.966667) | 0x434740       60 sym.WriteDB
                                    sym.OverwriteDB      87 0x434780 |   MATCH  (0.977011) | 0x434780       87 sym.OverwriteDB
                                       sym.HasKeyDB       9 0x4347e0 |   MATCH  (1.000000) | 0x4347e0        9 sym.HasKeyDB
                                    sym.ValueSizeDB       9 0x4347f0 |   MATCH  (1.000000) | 0x4347f0        9 sym.ValueSizeDB
                                       sym.DeleteDB      42 0x434800 |   MATCH  (0.952381) | 0x434800       42 sym.DeleteDB
                                    sym.NewDBCursor      61 0x434830 |   MATCH  (1.000000) | 0x434830       61 sym.NewDBCursor
                                         sym.NextDB       8 0x434870 |   MATCH  (1.000000) | 0x434870        8 sym.NextDB
                            sym.DBCursorDeleteEntry       8 0x434880 |   MATCH  (1.000000) | 0x434880        8 sym.DBCursorDeleteEntry
                             sym.DBCursorWriteEntry       8 0x434890 |   MATCH  (1.000000) | 0x434890        8 sym.DBCursorWriteEntry
                                 sym.DeleteDBCursor      35 0x4348a0 |   MATCH  (0.942857) | 0x4348a0       35 sym.DeleteDBCursor
                        sym.LoadDatabaseToStringMap     751 0x4348d0 | UNMATCH  (0.994513) | 0x4348d0      751 sym.LoadDatabaseToStringMap
                          sym.CheckDBRepairFlagFile     122 0x434bc0 | UNMATCH  (0.967213) | 0x434bc0      122 sym.CheckDBRepairFlagFile
                             sym.DestroyTransaction      83 0x434c40 | UNMATCH  (0.951807) | 0x434c40       83 sym.DestroyTransaction
                           sym.HandleLMDBCorruption     128 0x434ca0 | UNMATCH  (0.937500) | 0x434ca0      128 sym.HandleLMDBCorruption
                        sym.AbortTransaction.isra.0      71 0x434d20 | UNMATCH  (0.943662) | 0x434d20       71 sym.AbortTransaction.isra.0
                      sym.GetReadTransaction.isra.2     179 0x434d70 | UNMATCH  (0.963636) | 0x434d70      179 sym.GetReadTransaction.isra.2
                     sym.GetWriteTransaction.isra.1     320 0x434e30 |   MATCH  (0.953795) | 0x434e30      320 sym.GetWriteTransaction.isra.1
                         sym.DBPrivGetFileExtension       8 0x434f70 |   MATCH  (1.000000) | 0x434f70        8 sym.DBPrivGetFileExtension
         sym.DBPrivSetMaximumConcurrentTransactions       7 0x434f80 |   MATCH  (1.000000) | 0x434f80        7 sym.DBPrivSetMaximumConcurrentTransactions
                                   sym.DBPrivOpenDB    1232 0x434f90 | UNMATCH  (0.954353) | 0x434f90     1232 sym.DBPrivOpenDB
                                  sym.DBPrivCloseDB      74 0x435460 |   MATCH  (0.891892) | 0x435460       74 sym.DBPrivCloseDB
                                    sym.DBPrivClean     114 0x4354b0 | UNMATCH  (0.944444) | 0x4354b0      114 sym.DBPrivClean
                     sym.DBPrivGetDBUsagePercentage      96 0x435530 | UNMATCH  (0.979167) | 0x435530       96 sym.DBPrivGetDBUsagePercentage
                                   sym.DBPrivCommit     160 0x435590 |   MATCH  (0.934641) | 0x435590      160 sym.DBPrivCommit
                                   sym.DBPrivHasKey     224 0x435630 |   MATCH  (0.963303) | 0x435630      224 sym.DBPrivHasKey
                             sym.DBPrivGetValueSize     208 0x435710 |   MATCH  (0.960784) | 0x435710      208 sym.DBPrivGetValueSize
                                     sym.DBPrivRead     272 0x4357e0 |   MATCH  (0.962121) | 0x4357e0      272 sym.DBPrivRead
                                    sym.DBPrivWrite     224 0x4358f0 |   MATCH  (0.964286) | 0x4358f0      224 sym.DBPrivWrite
                                sym.DBPrivOverwrite     528 0x4359d0 |   MATCH  (0.958416) | 0x4359d0      528 sym.DBPrivOverwrite
                                   sym.DBPrivDelete     272 0x435be0 |   MATCH  (0.949612) | 0x435be0      272 sym.DBPrivDelete
                               sym.DBPrivOpenCursor     208 0x435cf0 | UNMATCH  (0.961353) | 0x435cf0      208 sym.DBPrivOpenCursor
                            sym.DBPrivAdvanceCursor     464 0x435dc0 |   MATCH  (0.956332) | 0x435dc0      464 sym.DBPrivAdvanceCursor
                        sym.DBPrivDeleteCursorEntry      96 0x435f90 | UNMATCH  (0.958333) | 0x435f90       96 sym.DBPrivDeleteCursorEntry
                         sym.DBPrivWriteCursorEntry     224 0x435ff0 | UNMATCH  (0.955357) | 0x435ff0      224 sym.DBPrivWriteCursorEntry
                              sym.DBPrivCloseCursor     154 0x4360d0 | UNMATCH  (0.948052) | 0x4360d0      154 sym.DBPrivCloseCursor
                                 sym.DBPrivDiagnose      15 0x436170 |   MATCH  (1.000000) | 0x436170       15 sym.DBPrivDiagnose
                                      sym.DBMigrate     226 0x436180 | UNMATCH  (0.990741) | 0x436180      226 sym.DBMigrate
                             sym.StringEncodeBase64     266 0x4364d0 | UNMATCH  (0.921569) | 0x4364d0      266 sym.StringEncodeBase64
                                     sym.EvalVarRef       3 0x4365e0 |   MATCH  (1.000000) | 0x4365e0        3 sym.EvalVarRef
                          sym.ClassCharIsWhitespace      25 0x4365f0 |   MATCH  (1.000000) | 0x4365f0       25 sym.ClassCharIsWhitespace
                                   sym.RvalDestroy2      48 0x436610 |   MATCH  (0.958333) | 0x436610       48 sym.RvalDestroy2
                              sym.EventFrameDestroy      86 0x436640 | UNMATCH  (0.842105) | 0x436640       86 sym.EventFrameDestroy
                             sym.SeqDestroy_untyped       5 0x4366a0 |   MATCH  (1.000000) | 0x4366a0        5 sym.SeqDestroy_untyped
                             sym.FreePackageManager      56 0x4366b0 |   MATCH  (0.857143) | 0x4366b0       56 sym.FreePackageManager
                       sym.PackageManagerSeqCompare       8 0x4366f0 |   MATCH  (1.000000) | 0x4366f0        8 sym.PackageManagerSeqCompare
                               sym.StringToLogLevel     131 0x436700 |   MATCH  (1.000000) | 0x436700      131 sym.StringToLogLevel
                              sym.EvalTokenFromList      26 0x436790 |   MATCH  (1.000000) | 0x436790       26 sym.EvalTokenFromList
                              sym.StackFrameDestroy     183 0x4367b0 | UNMATCH  (0.974684) | 0x4367b0      183 sym.StackFrameDestroy
                           sym.CalculateReportLevel      69 0x436870 |   MATCH  (1.000000) | 0x436870       69 sym.CalculateReportLevel
                              sym.CalculateLogLevel      99 0x4368c0 |   MATCH  (1.000000) | 0x4368c0       99 sym.CalculateLogLevel
                         sym.BufferAppendPromiseStr      96 0x436930 |   MATCH  (1.000000) | 0x436930       96 sym.BufferAppendPromiseStr
                               sym.EventFrameCreate     250 0x436990 | UNMATCH  (0.991736) | 0x436990      250 sym.EventFrameCreate
                                       fcn.00436a90      61 0x436a90 |   MATCH  (1.000000) | 0x436a90       61 fcn.00436a90
                                       fcn.00436ad0      65 0x436ad0 |   MATCH  (1.000000) | 0x436ad0       65 fcn.00436ad0
                                       fcn.00436b20      64 0x436b20 |   MATCH  (1.000000) | 0x436b20       64 fcn.00436b20
             sym.EvalContextCurrentNamespace.isra.6      84 0x436b60 |   MATCH  (1.000000) | 0x436b60       84 sym.EvalContextCurrentNamespace.isra.6
                                   sym.IDRefQualify     135 0x436bc0 |   MATCH  (1.000000) | 0x436bc0      135 sym.IDRefQualify
               sym.GetVariableTableForScope.isra.13     158 0x436c50 |   MATCH  (1.000000) | 0x436c50      158 sym.GetVariableTableForScope.isra.13
                               sym.VariableResolve2     399 0x436cf0 | UNMATCH  (0.984887) | 0x436cf0      399 sym.VariableResolve2
                                sym.VariableResolve     408 0x436e80 |   MATCH  (1.000000) | 0x436e80      408 sym.VariableResolve
                                sym.FuncCacheMapNew      68 0x437020 |   MATCH  (1.000000) | 0x437020       68 sym.FuncCacheMapNew
                             sym.FuncCacheMapInsert       8 0x437070 |   MATCH  (1.000000) | 0x437070        8 sym.FuncCacheMapInsert
                             sym.FuncCacheMapHasKey       8 0x437080 |   MATCH  (1.000000) | 0x437080        8 sym.FuncCacheMapHasKey
                                sym.FuncCacheMapGet       8 0x437090 |   MATCH  (1.000000) | 0x437090        8 sym.FuncCacheMapGet
                             sym.FuncCacheMapRemove       8 0x4370a0 |   MATCH  (1.000000) | 0x4370a0        8 sym.FuncCacheMapRemove
                              sym.FuncCacheMapClear       8 0x4370b0 |   MATCH  (1.000000) | 0x4370b0        8 sym.FuncCacheMapClear
                               sym.FuncCacheMapSize       8 0x4370c0 |   MATCH  (1.000000) | 0x4370c0        8 sym.FuncCacheMapSize
                            sym.FuncCacheMapDestroy      40 0x4370d0 | UNMATCH  (0.950000) | 0x4370d0       40 sym.FuncCacheMapDestroy
                        sym.FuncCacheMapSoftDestroy      40 0x437100 | UNMATCH  (0.950000) | 0x437100       40 sym.FuncCacheMapSoftDestroy
                   sym.FuncCacheMapContainsSameKeys      11 0x437130 |   MATCH  (1.000000) | 0x437130       11 sym.FuncCacheMapContainsSameKeys
                         sym.FuncCacheMapPrintStats       8 0x437140 |   MATCH  (1.000000) | 0x437140        8 sym.FuncCacheMapPrintStats
                       sym.FuncCacheMapIteratorInit      25 0x437150 |   MATCH  (1.000000) | 0x437150       25 sym.FuncCacheMapIteratorInit
                       sym.FuncCacheMapIteratorNext       5 0x437170 |   MATCH  (1.000000) | 0x437170        5 sym.FuncCacheMapIteratorNext
                        sym.RemoteVarPromisesMapNew      68 0x437180 |   MATCH  (0.970588) | 0x437180       68 sym.RemoteVarPromisesMapNew
                     sym.RemoteVarPromisesMapInsert       8 0x4371d0 |   MATCH  (1.000000) | 0x4371d0        8 sym.RemoteVarPromisesMapInsert
                     sym.RemoteVarPromisesMapHasKey       8 0x4371e0 |   MATCH  (1.000000) | 0x4371e0        8 sym.RemoteVarPromisesMapHasKey
                        sym.RemoteVarPromisesMapGet       8 0x4371f0 |   MATCH  (1.000000) | 0x4371f0        8 sym.RemoteVarPromisesMapGet
                     sym.RemoteVarPromisesMapRemove       8 0x437200 |   MATCH  (1.000000) | 0x437200        8 sym.RemoteVarPromisesMapRemove
                      sym.RemoteVarPromisesMapClear       8 0x437210 |   MATCH  (1.000000) | 0x437210        8 sym.RemoteVarPromisesMapClear
                       sym.RemoteVarPromisesMapSize       8 0x437220 |   MATCH  (1.000000) | 0x437220        8 sym.RemoteVarPromisesMapSize
                    sym.RemoteVarPromisesMapDestroy      40 0x437230 | UNMATCH  (0.950000) | 0x437230       40 sym.RemoteVarPromisesMapDestroy
                sym.RemoteVarPromisesMapSoftDestroy      40 0x437260 | UNMATCH  (0.950000) | 0x437260       40 sym.RemoteVarPromisesMapSoftDestroy
           sym.RemoteVarPromisesMapContainsSameKeys      11 0x437290 |   MATCH  (1.000000) | 0x437290       11 sym.RemoteVarPromisesMapContainsSameKeys
                 sym.RemoteVarPromisesMapPrintStats       8 0x4372a0 |   MATCH  (1.000000) | 0x4372a0        8 sym.RemoteVarPromisesMapPrintStats
               sym.RemoteVarPromisesMapIteratorInit      25 0x4372b0 |   MATCH  (1.000000) | 0x4372b0       25 sym.RemoteVarPromisesMapIteratorInit
               sym.RemoteVarPromisesMapIteratorNext       5 0x4372d0 |   MATCH  (1.000000) | 0x4372d0        5 sym.RemoteVarPromisesMapIteratorNext
                           sym.EvalContextSetConfig       4 0x4372e0 |   MATCH  (1.000000) | 0x4372e0        4 sym.EvalContextSetConfig
                           sym.EvalContextGetConfig       4 0x4372f0 |   MATCH  (1.000000) | 0x4372f0        4 sym.EvalContextGetConfig
                sym.EvalContextGetSelectEndMatchEof       8 0x437300 |   MATCH  (1.000000) | 0x437300        8 sym.EvalContextGetSelectEndMatchEof
                sym.EvalContextSetSelectEndMatchEof       7 0x437310 |   MATCH  (1.000000) | 0x437310        7 sym.EvalContextSetSelectEndMatchEof
                     sym.EvalContextGetRestrictKeys       5 0x437320 |   MATCH  (1.000000) | 0x437320        5 sym.EvalContextGetRestrictKeys
                     sym.EvalContextSetRestrictKeys      26 0x437330 |   MATCH  (1.000000) | 0x437330       26 sym.EvalContextSetRestrictKeys
               sym.AddDefaultPackageModuleToContext      54 0x437350 |   MATCH  (0.962963) | 0x437350       54 sym.AddDefaultPackageModuleToContext
                   sym.AddDefaultInventoryToContext      52 0x437390 |   MATCH  (1.000000) | 0x437390       52 sym.AddDefaultInventoryToContext
                      sym.AddPackageModuleToContext      72 0x4373d0 |   MATCH  (1.000000) | 0x4373d0       72 sym.AddPackageModuleToContext
                    sym.GetPackageModuleFromContext     114 0x437420 | UNMATCH  (0.982456) | 0x437420      114 sym.GetPackageModuleFromContext
             sym.GetDefaultPackageModuleFromContext      16 0x4374a0 |   MATCH  (1.000000) | 0x4374a0       16 sym.GetDefaultPackageModuleFromContext
                 sym.GetDefaultInventoryFromContext      11 0x4374b0 |   MATCH  (1.000000) | 0x4374b0       11 sym.GetDefaultInventoryFromContext
                       sym.GetPackagePromiseContext       8 0x4374c0 |   MATCH  (1.000000) | 0x4374c0        8 sym.GetPackagePromiseContext
                       sym.EvalContextStackToString      44 0x4374d0 |   MATCH  (1.000000) | 0x4374d0       44 sym.EvalContextStackToString
                           sym.CheckClassExpression     345 0x437500 | UNMATCH  (0.993939) | 0x437500      345 sym.CheckClassExpression
                          sym.EvalWithTokenFromList     126 0x437660 | UNMATCH  (0.984127) | 0x437660      126 sym.EvalWithTokenFromList
                              sym.EvalProcessResult      54 0x4376e0 |   MATCH  (1.000000) | 0x4376e0       54 sym.EvalProcessResult
                                 sym.EvalFileResult       5 0x437720 |   MATCH  (1.000000) | 0x437720        5 sym.EvalFileResult
                  sym.EvalContextHeapPersistentSave     523 0x437730 | UNMATCH  (0.976699) | 0x437730      523 sym.EvalContextHeapPersistentSave
                sym.EvalContextHeapPersistentRemove      83 0x437940 |   MATCH  (1.000000) | 0x437940       83 sym.EvalContextHeapPersistentRemove
                   sym.EvalContextSetNegatedClasses       8 0x4379a0 |   MATCH  (1.000000) | 0x4379a0        8 sym.EvalContextSetNegatedClasses
                                    sym.BundleAbort      14 0x4379b0 |   MATCH  (1.000000) | 0x4379b0       14 sym.BundleAbort
                                    sym.EvalAborted       5 0x4379c0 |   MATCH  (1.000000) | 0x4379c0        5 sym.EvalAborted
           sym.EvalContextHeapAddAbortCurrentBundle      59 0x4379d0 |   MATCH  (1.000000) | 0x4379d0       59 sym.EvalContextHeapAddAbortCurrentBundle
                            sym.MissingDependencies     171 0x437a10 |   MATCH  (1.000000) | 0x437a10      171 sym.MissingDependencies
                           sym.MissionPortalLogHook      80 0x437ac0 |   MATCH  (1.000000) | 0x437ac0       80 sym.MissionPortalLogHook
     sym.EvalContextSetupMissionPortalLogHook__stub       1 0x437b10 |   MATCH  (1.000000) | 0x437b10        1 sym.EvalContextSetupMissionPortalLogHook__stub
                                 sym.EvalContextNew     324 0x437b20 |   MATCH  (0.975309) | 0x437b20      324 sym.EvalContextNew
                             sym.EvalContextDestroy     312 0x437c70 | UNMATCH  (0.961538) | 0x437c70      312 sym.EvalContextDestroy
                sym.StackFrameContainsSoftRecursive     125 0x437db0 |   MATCH  (1.000000) | 0x437db0      125 sym.StackFrameContainsSoftRecursive
              sym.EvalContextStackFrameContainsSoft      65 0x437e30 |   MATCH  (1.000000) | 0x437e30       65 sym.EvalContextStackFrameContainsSoft
                               sym.EvalTokenAsClass     391 0x437e80 | UNMATCH  (0.994565) | 0x437e80      391 sym.EvalTokenAsClass
      sym.EvalContextStackFrameAddSoft.constprop.24     592 0x438010 | UNMATCH  (0.996377) | 0x438010      592 sym.EvalContextStackFrameAddSoft.constprop.24
                      sym.EvalContextHeapRemoveSoft       9 0x438260 |   MATCH  (1.000000) | 0x438260        9 sym.EvalContextHeapRemoveSoft
                      sym.EvalContextHeapRemoveHard      14 0x438270 |   MATCH  (1.000000) | 0x438270       14 sym.EvalContextHeapRemoveHard
                               sym.EvalContextClear     103 0x438280 |   MATCH  (1.000000) | 0x438280      103 sym.EvalContextClear
             sym.EvalContextGetPromiseCallerMethods     177 0x4382f0 |   MATCH  (1.000000) | 0x4382f0      177 sym.EvalContextGetPromiseCallerMethods
                   sym.EvalContextGetPromiseCallers     592 0x4383b0 |   MATCH  (1.000000) | 0x4383b0      592 sym.EvalContextGetPromiseCallers
                       sym.EvalContextSetBundleArgs      45 0x438600 |   MATCH  (1.000000) | 0x438600       45 sym.EvalContextSetBundleArgs
                       sym.EvalContextGetBundleArgs       5 0x438630 |   MATCH  (1.000000) | 0x438630        5 sym.EvalContextGetBundleArgs
                             sym.EvalContextSetPass       4 0x438640 |   MATCH  (1.000000) | 0x438640        4 sym.EvalContextSetPass
                             sym.EvalContextGetPass       4 0x438650 |   MATCH  (1.000000) | 0x438650        4 sym.EvalContextGetPass
                sym.EvalContextStackFrameRemoveSoft      40 0x438660 |   MATCH  (1.000000) | 0x438660       40 sym.EvalContextStackFrameRemoveSoft
                         sym.EvalContextClassRemove     107 0x438690 |   MATCH  (1.000000) | 0x438690      107 sym.EvalContextClassRemove
                            sym.EvalContextClassGet      86 0x438700 |   MATCH  (1.000000) | 0x438700       86 sym.EvalContextClassGet
                     sym.EvalContextClassPutTagsSet     832 0x438760 | UNMATCH  (0.994898) | 0x438760      832 sym.EvalContextClassPutTagsSet
               sym.EvalContextClassPut.constprop.23     147 0x438aa0 |   MATCH  (1.000000) | 0x438aa0      147 sym.EvalContextClassPut.constprop.23
               sym.EvalContextHeapPersistentLoadAll     838 0x438b40 |   MATCH  (1.000000) | 0x438b40      838 sym.EvalContextHeapPersistentLoadAll
                          sym.EvalContextClassMatch      66 0x438e90 |   MATCH  (1.000000) | 0x438e90       66 sym.EvalContextClassMatch
                        sym.EvalContextHeapAddAbort     145 0x438ee0 |   MATCH  (1.000000) | 0x438ee0      145 sym.EvalContextHeapAddAbort
                        sym.EvalContextClassPutHard      35 0x438f80 |   MATCH  (1.000000) | 0x438f80       35 sym.EvalContextClassPutHard
      sym.EvalContextClassPutSoftTagsSetWithComment     163 0x438fb0 | UNMATCH  (0.974194) | 0x438fb0      163 sym.EvalContextClassPutSoftTagsSetWithComment
                 sym.EvalContextClassPutSoftTagsSet      23 0x439060 |   MATCH  (1.000000) | 0x439060       23 sym.EvalContextClassPutSoftTagsSet
                        sym.EvalContextClassPutSoft     108 0x439080 |   MATCH  (1.000000) | 0x439080      108 sym.EvalContextClassPutSoft
                      sym.EvalContextClassPutSoftNS      35 0x4390f0 |   MATCH  (1.000000) | 0x4390f0       35 sym.EvalContextClassPutSoftNS
               sym.EvalContextClassPutSoftNSTagsSet      44 0x439120 |   MATCH  (1.000000) | 0x439120       44 sym.EvalContextClassPutSoftNSTagsSet
    sym.EvalContextClassPutSoftNSTagsSetWithComment      45 0x439150 |   MATCH  (1.000000) | 0x439150       45 sym.EvalContextClassPutSoftNSTagsSetWithComment
         sym.EvalContextClassTableIteratorNewGlobal      17 0x439180 |   MATCH  (1.000000) | 0x439180       17 sym.EvalContextClassTableIteratorNewGlobal
          sym.EvalContextClassTableIteratorNewLocal      55 0x4391a0 |   MATCH  (1.000000) | 0x4391a0       55 sym.EvalContextClassTableIteratorNewLocal
                 sym.EvalContextStackCurrentPromise      36 0x4391e0 |   MATCH  (1.000000) | 0x4391e0       36 sym.EvalContextStackCurrentPromise
                  sym.EvalContextStackCurrentBundle      36 0x439210 |   MATCH  (1.000000) | 0x439210       36 sym.EvalContextStackCurrentBundle
                sym.EvalContextStackCurrentMessages      36 0x439240 |   MATCH  (1.000000) | 0x439240       36 sym.EvalContextStackCurrentMessages
                           sym.EvalContextStackPath     592 0x439270 | UNMATCH  (0.982906) | 0x439270      592 sym.EvalContextStackPath
                      sym.EvalContextStackPushFrame     125 0x4394c0 |   MATCH  (1.000000) | 0x4394c0      125 sym.EvalContextStackPushFrame
                  sym.EvalContextStackPushBodyFrame     272 0x439540 |   MATCH  (1.000000) | 0x439540      272 sym.EvalContextStackPushBodyFrame
         sym.EvalContextStackPushBundleSectionFrame      73 0x439650 |   MATCH  (1.000000) | 0x439650       73 sym.EvalContextStackPushBundleSectionFrame
      sym.EvalContextStackPushPromiseIterationFrame     204 0x4396a0 | UNMATCH  (0.990050) | 0x4396a0      204 sym.EvalContextStackPushPromiseIterationFrame
                      sym.EvalContextStackPromisees     297 0x439770 |   MATCH  (1.000000) | 0x439770      297 sym.EvalContextStackPromisees
                      sym.EvalContextVariableRemove      33 0x4398a0 |   MATCH  (1.000000) | 0x4398a0       33 sym.EvalContextVariableRemove
               sym.EvalContextVariableRemoveSpecial     109 0x4398d0 |   MATCH  (1.000000) | 0x4398d0      109 sym.EvalContextVariableRemoveSpecial
       sym.EvalContextVariablePutTagsSetWithComment     505 0x439940 | UNMATCH  (0.983936) | 0x439940      505 sym.EvalContextVariablePutTagsSetWithComment
sym.EvalContextVariablePutSpecialTagsSetWithComment     524 0x439b40 | UNMATCH  (0.961240) | 0x439b40      524 sym.EvalContextVariablePutSpecialTagsSetWithComment
           sym.EvalContextVariablePutSpecialTagsSet      41 0x439d50 |   MATCH  (1.000000) | 0x439d50       41 sym.EvalContextVariablePutSpecialTagsSet
                  sym.EvalContextVariablePutSpecial     131 0x439d80 |   MATCH  (1.000000) | 0x439d80      131 sym.EvalContextVariablePutSpecial
                  sym.EvalContextVariablePutTagsSet      33 0x439e10 |   MATCH  (1.000000) | 0x439e10       33 sym.EvalContextVariablePutTagsSet
                         sym.EvalContextVariablePut     131 0x439e40 |   MATCH  (1.000000) | 0x439e40      131 sym.EvalContextVariablePut
                         sym.EvalContextVariableGet     212 0x439ed0 |   MATCH  (1.000000) | 0x439ed0      212 sym.EvalContextVariableGet
                  sym.EvalContextVariableGetSpecial      73 0x439fb0 |   MATCH  (1.000000) | 0x439fb0       73 sym.EvalContextVariableGetSpecial
            sym.EvalContextVariableGetSpecialString      34 0x43a000 |   MATCH  (1.000000) | 0x43a000       34 sym.EvalContextVariableGetSpecialString
                  sym.EvalContextVariablePromiseGet      39 0x43a030 |   MATCH  (1.000000) | 0x43a030       39 sym.EvalContextVariablePromiseGet
                           sym.EvalContextClassTags      36 0x43a060 |   MATCH  (1.000000) | 0x43a060       36 sym.EvalContextClassTags
                        sym.EvalContextVariableTags      39 0x43a090 |   MATCH  (1.000000) | 0x43a090       39 sym.EvalContextVariableTags
                  sym.EvalContextVariableClearMatch      17 0x43a0c0 |   MATCH  (1.000000) | 0x43a0c0       17 sym.EvalContextVariableClearMatch
            sym.EvalContextVariableTableIteratorNew      88 0x43a0e0 |   MATCH  (1.000000) | 0x43a0e0       88 sym.EvalContextVariableTableIteratorNew
     sym.EvalContextVariableTableFromRefIteratorNew      72 0x43a140 |   MATCH  (1.000000) | 0x43a140       72 sym.EvalContextVariableTableFromRefIteratorNew
            sym.EvalContextVariableControlCommonGet      79 0x43a190 |   MATCH  (1.000000) | 0x43a190       79 sym.EvalContextVariableControlCommonGet
                                       fcn.0043a1e0     352 0x43a1e0 |   MATCH  (1.000000) | 0x43a1e0      352 fcn.0043a1e0
             sym.EvalContextResolveBundleExpression     186 0x43a340 | UNMATCH  (0.977528) | 0x43a340      186 sym.EvalContextResolveBundleExpression
               sym.EvalContextFindFirstMatchingBody     151 0x43a400 | UNMATCH  (0.973510) | 0x43a400      151 sym.EvalContextFindFirstMatchingBody
            sym.EvalContextAppendBodyParentsAndArgs     544 0x43a4a0 | UNMATCH  (0.996262) | 0x43a4a0      544 sym.EvalContextAppendBodyParentsAndArgs
               sym.EvalContextResolveBodyExpression     184 0x43a6c0 |   MATCH  (1.000000) | 0x43a6c0      184 sym.EvalContextResolveBodyExpression
            sym.EvalContextPromiseLockCacheContains       9 0x43a780 |   MATCH  (1.000000) | 0x43a780        9 sym.EvalContextPromiseLockCacheContains
                 sym.EvalContextPromiseLockCachePut      33 0x43a790 |   MATCH  (1.000000) | 0x43a790       33 sym.EvalContextPromiseLockCachePut
              sym.EvalContextPromiseLockCacheRemove       9 0x43a7c0 |   MATCH  (1.000000) | 0x43a7c0        9 sym.EvalContextPromiseLockCacheRemove
                    sym.EvalContextFunctionCacheGet     154 0x43a7d0 |   MATCH  (1.000000) | 0x43a7d0      154 sym.EvalContextFunctionCacheGet
                    sym.EvalContextFunctionCachePut     173 0x43a870 |   MATCH  (1.000000) | 0x43a870      173 sym.EvalContextFunctionCachePut
                     sym.TrackTotalCompliance__stub       1 0x43a920 |   MATCH  (1.000000) | 0x43a920        1 sym.TrackTotalCompliance__stub
                       sym.SetPromiseOutcomeClasses     821 0x43a930 | UNMATCH  (0.997491) | 0x43a930      821 sym.SetPromiseOutcomeClasses
                        sym.NotifyDependantPromises      70 0x43ac70 |   MATCH  (1.000000) | 0x43ac70       70 sym.NotifyDependantPromises
                                  sym.ClassAuditLog     662 0x43acc0 | UNMATCH  (0.984351) | 0x43acc0      662 sym.ClassAuditLog
                                           sym.cfPS     122 0x43af60 |   MATCH  (1.000000) | 0x43af60      122 sym.cfPS
                                   sym.RecordChange      73 0x43afe0 |   MATCH  (1.000000) | 0x43afe0       73 sym.RecordChange
                                 sym.RecordNoChange      73 0x43b030 |   MATCH  (1.000000) | 0x43b030       73 sym.RecordNoChange
                                  sym.RecordFailure      73 0x43b080 |   MATCH  (1.000000) | 0x43b080       73 sym.RecordFailure
                                  sym.RecordWarning      73 0x43b0d0 |   MATCH  (1.000000) | 0x43b0d0       73 sym.RecordWarning
                                   sym.RecordDenial      73 0x43b120 |   MATCH  (1.000000) | 0x43b120       73 sym.RecordDenial
                             sym.RecordInterruption      73 0x43b170 |   MATCH  (1.000000) | 0x43b170       73 sym.RecordInterruption
                                  sym.MakingChanges     252 0x43b1c0 | UNMATCH  (0.991837) | 0x43b1c0      252 sym.MakingChanges
                          sym.MakingInternalChanges     263 0x43b2c0 | UNMATCH  (0.991870) | 0x43b2c0      263 sym.MakingInternalChanges
